id_qa,corpus,question_en_origin,question_pt_origin,question_en_paraphase,question_pt_paraphase,answer_en_origin,answer_pt_origin,answer_en_validate,answer_pt_validate,eid_article_scopus,text_excerpts_un_reports,question_generic,answer_in_text,answer_difficulty,question_meaningful,answer_equivalent,question_type
A1945,1,Why was a detailed business case study performed?,Por que foi realizado um estudo de caso de negócios detalhado?,Why are detailed case studies done?,Por que foi feito um estudo de caso detalhado?,"In order to quantify the potential CAPEX savings that TCP technology can bring compared to the low lazy wave systems currently installed in pre-salt fields, offshore Brazil.","Para quantificar o potencial de economia de CAPEX que a tecnologia TCP pode trazer em comparação com os sistemas de ondas lentas baixas atualmente instalados nos campos do pré-sal, no alto mar do Brasil.","To quantify the potential CAPEX savings that TCP technology can bring compared to the low lazy wave systems currently installed in pre-salt fields, offshore Brazil.","Para quantificar a economia potencial de CAPEX que a tecnologia TCP pode trazer em comparação com os sistemas de ondas lentas baixas atualmente instalados nos campos do pré-sal, offshore do Brasil.",2-s2.0-85085775396,"",false,true,4,5,5, Why
A1948,1,Where are most of gas vents situated at?,Onde está situada a maioria das ventilações de gás?,Where are most of the gas vents located?,Onde estão localizadas a maioria das saídas de gás?,along seafloor faults,ao longo das falhas do fundo do mar,They are located along seafloor faults that record the ongoing gravitational collapse of the fan above deep décollements,Eles estão localizados ao longo de falhas no fundo do mar que registram o colapso gravitacional contínuo do leque acima de decolamentos profundos,2-s2.0-85052069920,"",true,true,2,3,4, Where
A1949,1,In which areas can gas escape from sediments to the sea?,Em que áreas o gás pode escapar dos sedimentos para o oceano?,What kind of areas are more likely to suffer from sediment-to-sea gas escape?,Que tipo de áreas são mais propensas a sofrer com o escape de gás de sedimentos para o mar?,where gas hydrates are stable on passive margins.,onde hidratos de gás são estáveis em margens passivas.,In areas where gas hydrates are stable on passive margins.,Em áreas onde os hidratos de gás são estáveis em margens passivas.,2-s2.0-85052069920,"",false,true,1,5,5, Where
A1951,1,How is Paracuari's oligo-mesohaline estuary characterized?,Quais são as principais características do estuário oligo-mesohalino de Paracuari?,"
How can the oligo-mesohaline estuaries of Paracuari be characterized?",Como podem ser caracterizados os estuário oligo-mesohalino de Paracuari?,by high local hydrodynamics and nutrient input from the Paracauari River and Marajó Bay,Alta hidrodinâmica local e fonte de nutrientes do rio Paracuari e da baía Marajó.,"It's characterized by high local hydrodynamics and nutrient input from the Paracauari River and Marajó Bay, and marked seasonal variation in rainfall levels.","É caracterizada por alta hidrodinâmica local e entrada de nutrientes do Rio Paracauari e da Baía de Marajó, além da variação sazonal marcada nos níveis de precipitação.",2-s2.0-84883765292,"",true,true,3,5,4, How
A1952,1,What does the high local hydrodynamics provoke?,O que a alta hidrodinâmica local provoca?,What does the high local hydrodynamics cause that generates an absence of diurnal variation in species composition and density?,O que a alta hidrodinâmica local causa que gera uma ausência de variação diurna na composição e densidade das espécies?,the constant mixing of the estuary's water,A mistura constante das águas do estuário,Constant mixing of the estuary's water.,Constante mistura das águas do estuário.,2-s2.0-84883765292,"",false,true,1,5,5, What
A1954,1,Where in Brazil can we find one of the highest amplitudes of tides?,Onde no Brasil podemos encontrar uma das maiores amplitudes de ondas?,Where has the highest tidal range in brazil?,Onde tem a maior amplitude de marés no Brasil?,in São Marcos Bay,na Baía de São Marcos,In São Marcos Bay,Na baia de São Marcos,2-s2.0-85076775401,"",false,true,1,5,5, Where
A1956,1,Why does the South-East channel of the CESM requires protection?,Por que o canal sudeste da CESM exige proteção?,What justifies CESM's South-East channel protection?,O que justifica a proteção do canal sudeste da CESM?,Beucase it is a nursery area for many species,Porque é uma área cuidadora de muitas espécies,Because it is a nursery area for many species of fish.,Porque é uma área de berçário para muitas espécies de peixes.,2-s2.0-85076775401,"",false,true,1,5,5, Why
A155,1,What kind of event could be responsible for cycles of lake variation levels?,Que tipo de evento poderia ser responsável pelos ciclos dos níveis de variação do lago?,Cycles of lake variation levels can be caused by what kinds of events?,Os ciclos dos níveis de variação do lago podem ser causados por que tipos de eventos?,It could be attributed to climatic oscillations.,Pode ser atribuído a oscilações climáticas.,Climatic oscillations,Oscilações climáticas,2-s2.0-85077945350,"",true,false,2,4,5, What
A156,1,Which mangrove river in Ubatuba has higher levels of concentration of rare-earth elements?,Qual rio de mangue em Ubatuba apresenta maiores níveis de concentração de elementos de terras raras?,"From the rivers observed in the study, which one obtained the highest concentration rate of rare earth elements? ","Dos rios observados no estudo, qual obteve a maior taxa de concentração dos elementos de terras raras?",Tavares River mangrove.,Manguezal do Rio Tavares.,The Tavares river has a higher concentration than the Quiririm-Puruba river. ,O rio Tavares apresentou maior concentração do que o rio Quiririm-Puruba.,2-s2.0-85086402425,"",false,true,1,5,3, None of the above
A157,1," Why do the samples of the mangrove of the Tavares river, in Ubatuba, present higher levels of concentration of rare earth elements?","Por que as amostras do manguezal do rio Tavares, em Ubatuba, apresentam maiores níveis de concentração de elementos de terras raras?","Tavares river has high levels of concentration of rare earth elements, why this happens? ","Rio Tavares possui altos níveis de concentração de elementos de terras raras, por quê isso acontece? ","The probable reason is due to the central geographical position of the Tavares River in Ubatuba, which crosses a large portion of the city and receives a great amount of sewage.","O motivo provável se deve à posição geográfica central do rio Tavares, em Ubatuba, que atravessa grande parte da cidade e recebe grande quantidade de esgoto.","Due to the central geographic position of the Tavares River in Ubatuba, which crosses a large portion of the city and receives a great amount of sewage. ","Devido a posição geográfica central do Rio Tavares em Ubatuba, que cruza grande parte da cidade e recebe grandes quantidades de esgoto. ",2-s2.0-85086402425,"",false,true,5,5,5, Why
A160,1,What method can be used to estimate air–sea sensible- and latent-heat fluxes?,Qual método  pode ser usado para estimar os fluxos ar-mar de calor sensível e latente?,"To estimate sensitive air–sea sensible and latent-heat fluxes?, which method is used?","Para estimar fluxos ar-mar de calor sensíveis e latentes, qual método é utilizado?",The turbulent covariance method.,O método de covariância turbulenta.,The eddy covariance (EC) method .,"O método da covariância turbulenta (EC). 
",2-s2.0-85092110011,"",true,true,1,5,5, What
A161,1,What influences the mid- to high latitudes of South America?,O que influencia as latitudes médias a altas da América do Sul?,"","","This region is largely influenced by sea-surface temperature patterns of the southwestern Atlantic Ocean, in combination with the frequent propagation of transient atmospheric systems.","Essa região é amplamente influenciada pelos padrões de temperatura da superfície do mar do sudoeste do Oceano Atlântico, em combinação com a propagação frequente de sistemas atmosféricos transitórios.",The sea-surface temperature patterns of the SWAO in combination with the frequent propagation of transient atmospheric systems.,Os padrões de temperatura da superfície do mar da SWAO em combinação com a propagação frequente de sistemas atmosféricos transitórios.,2-s2.0-85092110011,"",false,true,4,5,5, What
A162,1,How are the disjunct distributions of freshwater organisms along coastal drainages explained?,Como são explicadas as distribuições disjuntas de organismos de água doce ao longo das drenagens costeiras?,What is the reason for the disjunction in the distribution of freshwater organisms along coastal drainages?,Qual o motivo da disjunção na distribuição de organismos de água doce ao longo das drenagens costeiras?,"They are explained by paleodrainings formed during sea level retreats that connected currently isolated basins, or by capturing rivers from tectonic adjustments between adjacent watersheds.","Elas são explicadas por paleodrenagens formadas durante recuos do nível do mar que conectavam bacias atualmente isoladas, ou pela captura de rios a partir de ajustes tectônicos entre bacias hidrográficas adjacentes.","Palaeodrainages formed during sea-level retreats that connected currently isolated basins, or by river capture from tectonic adjustments between adjoining watersheds. ","""Paleodrainages"" formados com a retração do nível do mar, que conectava bacias que atualmente estão isoladas, ou pela captura de rios por ajuste tectônico entre bacias hidrográficas adjacentes.",2-s2.0-85103189739,"",false,true,5,5,4, How
A163,1,How is the topology of the Serra do Mar in eastern Brazil?,Como é a topologia da Serra do Mar no leste do Brasil?,What the region of Serra do Mar in eastern Brazil is like? ,Como região da Serra do Mar no leste do Brasil é?,"It is a region with steep mountains and pronounced bays.
",É uma região com montanhas íngremes e baías pronunciadas.,It has steep mountains and pronounced bays.,Tem montanhas ingrimes e baias nítidas.,2-s2.0-85103189739,"",false,true,3,5,5, How
A304,1,how much gas is the Espadarte Sul FPSO able to compress?,qual a quantidade de gás que o FPSO de Espadarte Sul consegue comprimir?,The Espadarte Sul FPSO can compress how much gas every day?,Quanto gás a FPSO de Espadarte Sul pode comprimir diariamente?,87 million cu ft/day of gas,87 milhões de pés cúbicos / dia de gás,87 million cubic ft/day.,87 milhões de pés cúbicos/dia.,2-s2.0-23844461981,"",true,true,1,5,5, How
A165,1,Where can the Antillean manatee Trichechus manatus manatus be found?,Onde pode ser encontrado o peixe-boi das Antilhas Trichechus manatus manatus?,Where can the Antillean manatee Trichechus manatus be found?,Onde pode-se encontrar o peixe-boi das Antilhas Trichechus manatus?,It can be found along the northern and northeastern coasts of Brazil.,Ele pode ser encontrado ao longo das costas norte e nordeste do Brasil.,northern and northeastern coasts of Brazil,"costas norte e nordeste do brasil
",2-s2.0-85097494194,"",false,true,3,5,5, Where
A166,1,What is the only statistically significant difference observed in the hemogram of Antillean manatees of different sexes and from different environments in northeast Brazil?,Qual é a única diferença estatisticamente significativa observada no hemograma de peixes-boi das Antilhas de diferentes sexos e de diferentes ambientes no nordeste do Brasil?,What was the difference observed in the hemogram of Antillean manatees of different sexes and from different environments in northeast Brazil?,Qual foi a diferença observada nos hemogramas de peixes-boi das Antilhas de diferentes sexos e de diferentes ambientes no nordeste do Brasil?,"The only difference was a higher number of heterophiles in manatees that were screened during the dry season of the year.
",A única diferença foi um maior número de heterófilos em peixes-boi que foram rastreados durante a estação seca do ano.,A higher number of heterophils in manatees that were screened during the dry season of the year,Um número maior de heterófilos em peixes-boi que foram testados durante a temporada de secas do ano,2-s2.0-85097494194,"",false,true,4,4,5, What
